Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2021-09-18,Bayern Munich,Bochum,H,22,5,15,1,5,9,2,2,1,1,0,0
2021-09-18,Bielefeld,Hoffenheim,D,9,16,2,3,16,3,5,6,2,1,0,0
2021-09-19,Stuttgart,Leverkusen,A,18,7,8,4,11,11,2,6,2,3,0,1
2021-09-19,Dortmund,Union Berlin,H,13,9,4,6,10,12,3,6,2,3,0,0
2021-09-19,Wolfsburg,Ein Frankfurt,D,15,6,6,2,14,18,7,4,2,6,0,0
2021-09-24,Greuther Furth,Bayern Munich,A,11,12,6,4,18,13,6,3,4,1,0,1
2021-09-25,Ein Frankfurt,FC Koln,D,10,15,3,2,11,19,7,6,2,3,0,0
2021-09-25,Hoffenheim,Wolfsburg,H,11,13,3,2,13,9,5,2,2,2,0,0
2021-09-25,RB Leipzig,Hertha,H,18,5,11,3,8,19,2,1,1,3,0,0
2021-09-25,Union Berlin,Bielefeld,H,17,9,4,2,9,5,5,4,1,0,0,0
2021-09-25,M'gladbach,Dortmund,H,14,8,3,0,17,15,5,1,4,4,0,1
2021-09-25,Leverkusen,Mainz,H,16,14,9,5,11,12,6,3,4,3,0,0
2021-09-26,Bochum,Stuttgart,D,14,8,4,3,15,12,7,2,2,5,0,0
2021-09-26,Freiburg,Augsburg,H,19,8,9,2,11,13,6,3,0,1,0,0
2021-10-01,FC Koln,Greuther Furth,H,18,7,8,3,16,18,8,1,1,1,0,0
2021-10-02,Wolfsburg,M'gladbach,A,10,19,5,11,17,10,4,6,7,3,1,0
2021-10-02,RB Leipzig,Bochum,H,15,9,9,2,10,16,2,3,1,1,0,0
2021-10-02,Stuttgart,Hoffenheim,H,12,13,6,4,14,12,9,4,0,1,0,0
2021-10-02,Dortmund,Augsburg,H,17,5,3,3,9,16,7,3,1,3,0,0
2021-10-02,Hertha,Freiburg,A,12,9,3,4,17,15,4,9,3,0,0,0
2021-10-03,Mainz,Union Berlin,A,11,15,4,3,15,6,2,5,2,4,1,0
2021-10-03,Bayern Munich,Ein Frankfurt,A,21,5,11,3,6,8,10,1,2,1,0,0
2021-10-03,Bielefeld,Leverkusen,A,10,19,3,7,13,7,2,4,4,1,0,0
2021-10-15,Hoffenheim,FC Koln,H,14,10,8,0,13,7,3,3,1,1,0,0
2021-10-16,M'gladbach,Stuttgart,D,31,5,8,2,14,21,9,1,3,3,0,0
2021-10-16,Union Berlin,Wolfsburg,H,6,13,3,4,7,16,3,3,3,1,0,0
2021-10-16,Greuther Furth,Bochum,A,12,9,3,2,16,16,4,3,2,4,0,0
2021-10-16,Freiburg,RB Leipzig,D,15,13,2,4,10,17,8,5,0,4,0,0
2021-10-16,Dortmund,Mainz,H,11,5,5,2,7,12,6,2,2,4,0,0
2021-10-16,Ein Frankfurt,Hertha,A,13,12,5,6,17,16,7,4,1,2,0,0
2021-10-17,Leverkusen,Bayern Munich,A,7,27,4,11,9,9,4,7,0,0,0,0
2021-10-17,Augsburg,Bielefeld,D,14,10,6,3,8,15,9,5,3,1,0,0
2021-10-22,Mainz,Augsburg,H,19,6,8,2,9,11,6,2,1,3,0,0
2021-10-23,Hertha,M'gladbach,H,10,10,4,1,11,21,2,6,2,2,0,0
2021-10-23,Wolfsburg,Freiburg,A,17,11,4,4,17,15,7,1,3,0,0,0
2021-10-23,RB Leipzig,Greuther Furth,H,13,8,5,4,15,12,3,4,2,0,0,0
2021-10-23,Bielefeld,Dortmund,A,13,14,6,7,13,9,7,2,1,0,0,0
2021-10-23,Bayern Munich,Hoffenheim,H,15,9,7,2,4,18,4,2,0,4,0,0
2021-10-24,FC Koln,Leverkusen,D,17,9,5,6,10,15,6,6,1,3,0,0
2021-10-24,Stuttgart,Union Berlin,D,8,11,2,3,16,13,1,2,3,1,1,0
2021-10-24,Bochum,Ein Frankfurt,H,19,14,7,6,9,11,4,7,0,2,0,0
2021-10-29,Hoffenheim,Hertha,H,14,5,3,2,15,9,9,4,2,1,0,1
2021-10-30,Ein Frankfurt,RB Leipzig,D,12,15,3,7,11,9,5,5,1,1,0,0
2021-10-30,Union Berlin,Bayern Munich,A,9,14,6,6,9,7,6,1,1,1,0,0
2021-10-30,Leverkusen,Wolfsburg,A,12,13,1,8,11,15,10,2,3,2,0,1
2021-10-30,Freiburg,Greuther Furth,H,12,8,5,4,10,13,5,2,0,2,0,0
2021-10-30,Dortmund,FC Koln,H,7,19,4,6,10,11,4,3,2,3,0,0
2021-10-30,Bielefeld,Mainz,A,15,16,7,6,16,9,6,6,2,3,0,0
2021-10-31,Augsburg,Stuttgart,H,20,12,12,3,15,12,7,5,3,4,0,0
2021-10-31,M'gladbach,Bochum,H,14,11,5,4,7,15,9,1,1,1,0,0
2021-11-05,Mainz,M'gladbach,D,19,11,8,5,15,8,9,1,3,3,0,0
2021-11-06,RB Leipzig,Dortmund,H,15,9,7,3,12,18,5,6,3,5,0,0
2021-11-06,Wolfsburg,Augsburg,H,9,13,4,3,14,13,0,8,2,3,0,0
2021-11-06,Stuttgart,Bielefeld,A,9,15,4,2,11,11,8,4,0,3,0,0
2021-11-06,Bochum,Hoffenheim,H,14,9,4,1,7,20,2,4,1,5,0,0
2021-11-06,Bayern Munich,Freiburg,H,29,14,11,4,5,13,6,4,0,0,0,0
2021-11-07,Hertha,Leverkusen,D,15,8,5,3,13,13,5,6,1,3,0,0
2021-11-07,FC Koln,Union Berlin,D,16,9,5,3,8,19,5,2,2,2,0,0
2021-11-07,Greuther Furth,Ein Frankfurt,A,20,14,2,4,12,17,6,3,4,1,0,0
2021-11-19,Augsburg,Bayern Munich,H,6,18,3,4,18,9,1,10,2,1,0,0
2021-11-20,Union Berlin,Hertha,H,16,6,5,3,17,13,7,6,1,1,0,0
2021-11-20,M'gladbach,Greuther Furth,H,19,4,11,2,11,13,7,7,1,3,0,0
2021-11-20,Leverkusen,Bochum,H,11,19,5,7,10,13,7,7,3,2,0,0
2021-11-20,Hoffenheim,RB Leipzig,H,24,4,8,0,17,18,7,2,2,2,0,0
2021-11-20,Dortmund,Stuttgart,H,20,12,4,4,11,14,2,3,0,2,0,0
2021-11-20,Bielefeld,Wolfsburg,D,10,13,3,5,15,9,6,5,4,1,0,0
2021-11-21,Freiburg,Ein Frankfurt,A,20,13,6,7,10,16,10,4,0,4,0,0
2021-11-21,Mainz,FC Koln,D,11,12,2,6,18,7,5,7,2,1,0,0
2021-11-26,Stuttgart,Mainz,H,8,18,3,5,7,17,5,6,2,2,0,0
2021-11-27,Bayern Munich,Bielefeld,H,23,8,9,0,8,13,13,4,1,1,0,0
2021-11-27,Hertha,Augsburg,D,10,20,4,7,11,14,5,6,2,3,0,0
2021-11-27,Wolfsburg,Dortmund,A,15,16,7,8,9,11,7,7,4,1,0,0
2021-11-27,FC Koln,M'gladbach,H,15,15,9,5,15,11,4,4,1,3,0,0
2021-11-27,Bochum,Freiburg,H,13,22,5,11,12,13,4,7,2,1,0,0
2021-11-27,Greuther Furth,Hoffenheim,A,14,20,7,11,17,17,4,10,1,0,0,0
2021-11-28,Ein Frankfurt,Union Berlin,H,17,7,4,4,4,7,7,2,0,4,0,0
2021-11-28,RB Leipzig,Leverkusen,A,14,11,3,4,10,9,7,2,1,3,0,0
2021-12-03,Union Berlin,RB Leipzig,H,14,11,5,2,12,8,5,7,1,1,0,0
2021-12-04,Dortmund,Bayern Munich,A,11,16,4,6,10,10,4,6,2,2,0,0
2021-12-04,Mainz,Wolfsburg,H,12,16,5,0,18,10,6,5,1,1,0,0
2021-12-04,Leverkusen,Greuther Furth,H,13,8,8,3,13,8,4,3,0,1,0,0
2021-12-04,Hoffenheim,Ein Frankfurt,H,8,17,4,2,9,12,4,6,2,2,0,0
2021-12-04,Augsburg,Bochum,A,16,12,7,6,9,6,13,6,0,2,0,0
2021-12-04,Bielefeld,FC Koln,D,18,9,5,3,14,10,7,1,1,1,0,0
2021-12-05,Stuttgart,Hertha,D,10,15,3,8,9,16,7,5,0,1,0,0
2021-12-05,M'gladbach,Freiburg,A,19,15,3,8,12,15,3,3,2,1,0,0
2021-12-10,FC Koln,Augsburg,A,14,12,4,4,12,15,9,4,2,4,0,0
2021-12-11,Wolfsburg,Stuttgart,A,19,12,3,3,17,9,5,3,2,2,0,0
2021-12-11,Hertha,Bielefeld,H,18,9,9,1,10,15,6,4,1,1,0,0
2021-12-11,RB Leipzig,M'gladbach,H,19,12,10,4,20,15,6,0,3,2,0,0
2021-12-11,Bochum,Dortmund,D,4,23,3,8,8,18,0,15,0,3,0,0
2021-12-11,Bayern Munich,Mainz,H,21,9,7,4,9,10,7,2,3,3,0,0
2021-12-11,Freiburg,Hoffenheim,A,14,14,6,8,13,9,6,7,4,3,0,0
2021-12-12,Greuther Furth,Union Berlin,H,5,14,3,4,12,6,3,7,3,0,0,0
2021-12-12,Ein Frankfurt,Leverkusen,H,15,11,7,4,11,11,7,4,0,3,0,0
2021-12-14,Stuttgart,Bayern Munich,A,13,25,1,12,7,7,1,3,1,1,0,0
2021-12-14,Bielefeld,Bochum,H,13,5,4,3,13,9,6,2,2,2,0,0
2021-12-14,Mainz,Hertha,H,21,7,11,1,10,14,4,1,0,2,0,0
2021-12-14,Wolfsburg,FC Koln,A,19,19,5,6,18,9,9,5,3,2,0,0
2021-12-15,Union Berlin,Freiburg,D,18,8,5,2,10,12,4,3,1,1,0,0
2021-12-15,Leverkusen,Hoffenheim,D,17,14,9,6,12,4,6,3,5,3,1,0
2021-12-15,Augsburg,RB Leipzig,D,9,13,2,4,14,7,6,8,2,0,0,0
2021-12-15,M'gladbach,Ein Frankfurt,A,19,12,8,5,8,19,7,1,2,5,0,1
2021-12-15,Dortmund,Greuther Furth,H,12,7,5,1,10,10,5,8,2,2,0,0
2021-12-17,Bayern Munich,Wolfsburg,H,24,7,9,2,10,4,5,3,0,0,0,0
2021-12-18,Hertha,Dortmund,H,14,9,5,3,4,19,1,5,0,1,0,0
2021-12-18,Bochum,Union Berlin,A,13,9,3,3,13,9,1,5,2,0,0,0
2021-12-18,Ein Frankfurt,Mainz,H,13,11,4,5,11,9,8,6,0,1,0,0
2021-12-18,Greuther Furth,Augsburg,D,4,14,1,5,8,13,6,5,2,3,0,0
2021-12-18,Hoffenheim,M'gladbach,D,21,11,8,5,6,9,15,3,2,2,0,0
2021-12-18,RB Leipzig,Bielefeld,A,15,4,4,4,6,16,10,1,0,2,0,1
2021-12-19,FC Koln,Stuttgart,H,8,6,2,2,17,13,2,1,3,1,0,0
2021-12-19,Freiburg,Leverkusen,H,14,6,6,4,6,8,4,8,2,3,0,0
2022-01-07,Bayern Munich,M'gladbach,A,19,9,8,3,18,11,6,6,0,1,0,0
2022-01-08,Freiburg,Bielefeld,D,18,15,6,5,6,5,7,12,2,1,0,0
2022-01-08,Greuther Furth,Stuttgart,D,10,18,3,3,8,12,1,5,0,1,0,0
2022-01-08,Hoffenheim,Augsburg,H,12,9,5,4,17,8,2,4,1,0,0,0
2022-01-08,Leverkusen,Union Berlin,D,17,17,8,7,8,11,11,5,1,2,0,0
2022-01-08,RB Leipzig,Mainz,H,16,2,8,1,6,10,6,1,0,2,0,1
2022-01-08,Ein Frankfurt,Dortmund,A,12,21,5,8,14,6,4,11,3,2,0,0
2022-01-09,Hertha,FC Koln,A,10,14,5,8,9,16,10,4,3,1,0,0
2022-01-09,Bochum,Wolfsburg,H,12,12,3,4,15,18,4,2,1,2,0,0
2022-01-14,Dortmund,Freiburg,H,20,4,8,4,8,8,9,2,2,0,0,0
2022-01-15,M'gladbach,Leverkusen,A,16,29,6,13,8,18,5,7,2,3,0,0
2022-01-15,Wolfsburg,Hertha,D,7,6,3,2,12,12,3,2,1,1,0,0
2022-01-15,Union Berlin,Hoffenheim,H,6,12,3,5,10,11,0,8,0,3,0,0
2022-01-15,FC Koln,Bayern Munich,A,11,19,3,9,6,10,5,12,1,0,0,0
2022-01-15,Mainz,Bochum,H,20,12,5,3,19,14,7,3,3,3,0,0
2022-01-15,Stuttgart,RB Leipzig,A,16,7,10,3,12,13,5,1,3,1,0,0
2022-01-16,Augsburg,Ein Frankfurt,D,12,14,5,4,12,14,4,3,3,3,0,0
2022-01-16,Bielefeld,Greuther Furth,D,13,6,5,3,16,6,3,5,4,1,0,0
2022-01-21,Ein Frankfurt,Bielefeld,A,17,8,7,5,7,10,10,1,4,2,0,0
2022-01-22,M'gladbach,Union Berlin,A,12,6,5,3,11,19,4,1,1,2,0,0
2022-01-22,Bochum,FC Koln,D,17,7,7,3,11,12,1,5,0,3,0,0
2022-01-22,Leverkusen,Augsburg,H,22,14,12,5,8,7,9,5,1,2,0,0
2022-01-22,Freiburg,Stuttgart,H,16,7,4,1,12,7,6,3,1,1,0,0
2022-01-22,Greuther Furth,Mainz,H,11,16,7,4,12,15,7,8,1,1,0,0
2022-01-22,Hoffenheim,Dortmund,A,14,3,2,2,14,7,7,3,2,2,0,0
2022-01-23,RB Leipzig,Wolfsburg,H,12,9,4,3,17,16,4,3,5,1,0,0
2022-01-23,Hertha,Bayern Munich,A,5,29,2,20,9,9,4,9,1,0,0,0
2022-02-04,Hertha,Bochum,D,13,9,2,4,14,22,4,7,3,1,0,0
2022-02-05,Bayern Munich,RB Leipzig,H,25,13,8,7,11,12,2,0,1,3,0,0
2022-02-05,Stuttgart,Ein Frankfurt,A,15,15,6,6,7,12,3,14,0,0,0,0
2022-02-05,Mainz,Hoffenheim,H,9,12,4,2,12,13,5,3,0,2,0,0
2022-02-05,Bielefeld,M'gladbach,D,10,22,5,4,15,10,5,11,3,3,0,0
2022-02-05,Augsburg,Union Berlin,H,14,14,9,4,8,16,4,6,0,2,0,0
2022-02-05,FC Koln,Freiburg,H,14,18,3,2,14,16,8,8,2,2,0,0
2022-02-06,Dortmund,Leverkusen,A,14,10,6,7,8,10,7,6,1,1,0,0
2022-02-06,Wolfsburg,Greuther Furth,H,11,8,6,4,11,13,2,3,1,2,0,0
2022-02-11,RB Leipzig,FC Koln,H,6,9,4,2,6,11,5,6,1,2,0,0
2022-02-12,M'gladbach,Augsburg,H,14,14,5,8,8,12,3,2,2,2,0,0
2022-02-12,Leverkusen,Stuttgart,H,20,8,6,5,10,6,10,0,3,2,0,0
2022-02-12,Greuther Furth,Hertha,H,19,24,10,8,11,12,8,8,2,4,0,0
2022-02-12,Ein Frankfurt,Wolfsburg,A,16,11,2,3,12,9,10,1,1,2,0,0
2022-02-12,Freiburg,Mainz,D,16,20,5,5,14,15,7,3,0,2,0,0
2022-02-12,Bochum,Bayern Munich,H,12,22,7,4,13,7,4,9,2,1,0,0
2022-02-13,Union Berlin,Dortmund,A,12,10,2,6,20,9,2,5,4,1,0,0
2022-02-13,Hoffenheim,Bielefeld,H,25,8,9,4,12,12,13,3,2,0,0,0
2022-02-18,Mainz,Leverkusen,H,17,8,5,6,15,13,6,2,2,2,0,0
2022-02-19,FC Koln,Ein Frankfurt,H,13,10,8,2,9,16,5,6,1,2,0,0
2022-02-19,Stuttgart,Bochum,D,15,13,7,5,7,17,6,0,0,4,0,0
2022-02-19,Wolfsburg,Hoffenheim,A,14,10,6,4,10,17,5,2,1,2,0,0
2022-02-19,Augsburg,Freiburg,A,18,15,4,5,11,8,11,4,1,1,0,0
2022-02-19,Bielefeld,Union Berlin,H,11,11,3,4,6,15,6,4,0,2,0,0
2022-02-20,Bayern Munich,Greuther Furth,H,22,8,8,3,15,17,6,4,2,1,0,0
2022-02-20,Dortmund,M'gladbach,H,16,8,10,5,17,11,5,5,2,1,0,0
2022-02-20,Hertha,RB Leipzig,A,8,16,4,10,10,8,3,10,2,3,1,0
2022-02-25,Hoffenheim,Stuttgart,H,19,13,7,4,14,13,9,3,3,2,0,0
2022-02-26,Union Berlin,Mainz,H,7,14,3,1,13,18,2,6,4,4,0,1
2022-02-26,Ein Frankfurt,Bayern Munich,A,7,20,2,9,16,3,2,8,1,2,0,0
2022-02-26,M'gladbach,Wolfsburg,D,23,6,11,3,12,14,7,4,2,4,0,1
2022-02-26,Leverkusen,Bielefeld,H,21,8,9,3,8,10,6,3,0,1,0,0
2022-02-26,Greuther Furth,FC Koln,D,13,17,5,5,15,13,7,11,1,2,0,0
2022-02-26,Freiburg,Hertha,H,16,17,5,2,13,10,6,6,1,2,0,0
2022-02-27,Bochum,RB Leipzig,A,13,6,2,1,15,9,5,0,1,1,0,0
2022-02-27,Augsburg,Dortmund,D,8,11,3,7,15,8,5,5,2,1,0,0
2022-03-04,Bielefeld,Augsburg,A,6,7,1,1,12,10,6,1,3,5,0,0
2022-03-05,Bayern Munich,Leverkusen,D,20,9,6,2,10,14,7,2,1,2,0,0
2022-03-05,Bochum,Greuther Furth,H,15,9,9,2,16,14,3,6,2,4,0,0
2022-03-05,Hertha,Ein Frankfurt,A,10,12,4,6,10,16,3,8,2,2,0,0
2022-03-05,RB Leipzig,Freiburg,D,14,4,5,3,8,15,4,1,1,0,0,0
2022-03-05,Wolfsburg,Union Berlin,H,9,17,3,5,12,15,6,10,0,1,0,0
2022-03-05,Stuttgart,M'gladbach,H,18,9,7,3,7,10,5,2,1,2,0,0
2022-03-06,FC Koln,Hoffenheim,A,10,13,3,3,9,12,4,1,1,4,0,0
2022-03-12,Freiburg,Wolfsburg,H,16,11,8,5,11,9,7,5,2,0,0,0
2022-03-12,Hoffenheim,Bayern Munich,D,9,18,6,8,12,9,3,8,4,1,0,0
2022-03-12,Union Berlin,Stuttgart,D,11,11,3,3,25,12,3,3,3,2,0,0
2022-03-12,M'gladbach,Hertha,H,12,12,5,3,7,17,3,6,3,0,0,0
2022-03-13,Greuther Furth,RB Leipzig,A,7,12,1,7,9,8,0,2,2,0,0,0
2022-03-13,Ein Frankfurt,Bochum,H,14,8,3,4,10,15,9,3,3,4,0,0
2022-03-13,Leverkusen,FC Koln,A,15,6,3,3,13,19,7,0,2,2,0,0
2022-03-13,Dortmund,Bielefeld,H,20,11,3,4,6,10,4,5,1,1,0,0
2022-03-16,Mainz,Dortmund,A,10,11,1,4,18,10,5,5,3,4,0,0
2022-03-18,Bochum,M'gladbach,A,15,8,7,5,12,10,7,3,2,1,0,0
2022-03-19,Greuther Furth,Freiburg,D,8,13,1,3,15,9,1,11,1,0,0,0
2022-03-19,Hertha,Hoffenheim,H,13,8,6,0,10,13,1,6,2,1,0,0
2022-03-19,Mainz,Bielefeld,H,14,6,6,0,10,14,6,1,1,0,0,0
2022-03-19,Stuttgart,Augsburg,H,24,10,9,4,13,17,8,0,2,3,0,0
2022-03-19,Bayern Munich,Union Berlin,H,16,9,7,4,8,7,3,2,2,1,0,0
2022-03-20,FC Koln,Dortmund,D,10,9,1,3,13,16,7,5,2,3,0,0
2022-03-20,Wolfsburg,Leverkusen,A,18,17,4,7,6,13,7,7,2,3,0,0
2022-03-20,RB Leipzig,Ein Frankfurt,D,14,5,7,0,6,21,3,2,1,5,0,0
2022-04-01,Union Berlin,FC Koln,H,13,6,5,1,17,11,2,4,3,3,0,0
2022-04-02,Bielefeld,Stuttgart,D,10,14,4,4,13,12,6,2,1,5,0,0
2022-04-02,Ein Frankfurt,Greuther Furth,D,20,4,6,2,10,14,9,0,1,0,0,0
2022-04-02,Freiburg,Bayern Munich,A,8,21,3,11,13,6,1,6,1,1,0,0
2022-04-02,Hoffenheim,Bochum,A,14,20,7,6,9,11,5,6,3,2,0,0
2022-04-02,Leverkusen,Hertha,H,18,7,7,4,13,11,3,3,0,1,0,0
2022-04-02,Dortmund,RB Leipzig,A,10,11,2,5,7,10,7,5,3,1,0,0
2022-04-03,M'gladbach,Mainz,D,17,22,8,10,13,20,3,7,2,1,0,0
2022-04-03,Augsburg,Wolfsburg,H,13,17,5,5,15,11,3,5,1,0,0,0
2022-04-06,Augsburg,Mainz,H,14,17,4,3,16,18,5,7,3,2,0,0
2022-04-08,Stuttgart,Dortmund,A,13,10,2,4,8,6,4,5,2,1,0,0
2022-04-09,Bayern Munich,Augsburg,H,13,6,4,1,10,22,3,3,1,2,0,0
2022-04-09,FC Koln,Mainz,H,13,9,5,6,19,23,8,5,2,2,0,0
2022-04-09,Greuther Furth,M'gladbach,A,10,18,1,7,12,8,3,5,1,0,0,0
2022-04-09,Wolfsburg,Bielefeld,H,11,6,6,3,11,13,3,2,0,1,0,0
2022-04-09,Hertha,Union Berlin,A,12,17,3,13,11,11,2,8,4,0,0,0
2022-04-10,RB Leipzig,Hoffenheim,H,11,4,4,0,11,15,2,1,1,2,0,0
2022-04-10,Ein Frankfurt,Freiburg,A,17,12,5,4,13,9,2,4,1,2,0,0
2022-04-10,Bochum,Leverkusen,D,11,9,2,2,10,9,2,3,0,0,0,0
2022-04-16,Augsburg,Hertha,A,13,11,2,1,14,17,1,7,4,4,0,0
2022-04-16,Dortmund,Wolfsburg,H,12,9,8,4,14,9,4,6,0,2,0,0
2022-04-16,Freiburg,Bochum,H,14,10,8,2,8,10,3,4,0,0,0,1
2022-04-16,M'gladbach,FC Koln,A,18,17,4,6,15,19,5,5,3,2,0,0
2022-04-16,Mainz,Stuttgart,D,9,6,0,3,17,12,5,3,0,1,0,0
2022-04-17,Leverkusen,RB Leipzig,A,12,4,4,1,18,7,7,1,2,1,0,0
2022-04-17,Union Berlin,Ein Frankfurt,H,14,10,4,3,10,8,4,3,2,1,0,0
2022-04-17,Hoffenheim,Greuther Furth,D,16,7,3,1,19,15,10,1,3,3,0,0
2022-04-17,Bielefeld,Bayern Munich,A,8,24,3,9,11,11,5,4,1,2,0,0
2022-04-22,Wolfsburg,Mainz,H,15,5,7,3,10,10,2,3,0,2,0,1
2022-04-23,Ein Frankfurt,Hoffenheim,D,17,11,7,4,10,9,9,7,1,3,0,0
2022-04-23,FC Koln,Bielefeld,H,19,16,6,4,7,15,5,10,2,3,0,0
2022-04-23,Freiburg,M'gladbach,D,19,7,8,4,12,12,8,0,1,4,0,0
2022-04-23,Greuther Furth,Leverkusen,A,9,10,4,5,4,13,6,3,0,0,0,0
2022-04-23,RB Leipzig,Union Berlin,A,5,12,1,4,13,9,2,5,2,2,0,0
2022-04-23,Bayern Munich,Dortmund,H,13,7,6,3,9,11,3,1,0,1,0,0
2022-04-24,Bochum,Augsburg,A,18,12,3,4,10,17,10,4,1,3,0,0
2022-04-24,Hertha,Stuttgart,H,7,12,2,5,10,8,4,6,1,1,0,0
2022-04-29,Union Berlin,Greuther Furth,D,6,7,3,2,14,14,2,4,2,2,0,0
2022-04-30,Mainz,Bayern Munich,H,24,4,7,1,11,11,7,8,0,4,0,0
2022-04-30,Hoffenheim,Freiburg,A,17,9,7,5,12,6,4,5,1,0,0,0
2022-04-30,Stuttgart,Wolfsburg,D,18,15,5,5,9,11,7,9,3,2,0,0
2022-04-30,Dortmund,Bochum,A,19,12,10,5,14,18,10,3,4,3,0,0
2022-04-30,Bielefeld,Hertha,D,6,9,1,5,14,14,2,6,3,1,0,0
2022-04-30,Augsburg,FC Koln,A,14,18,5,8,14,14,5,7,2,4,0,0
2022-05-02,Leverkusen,Ein Frankfurt,H,11,9,3,4,5,8,4,4,0,0,0,0
2022-05-02,M'gladbach,RB Leipzig,H,9,10,6,7,11,20,3,8,4,2,1,0
2022-05-06,Bochum,Bielefeld,H,16,14,9,5,9,12,6,2,0,0,0,0
2022-05-07,FC Koln,Wolfsburg,A,17,5,9,3,12,12,9,2,0,2,0,0
2022-05-07,Freiburg,Union Berlin,A,18,13,4,5,12,14,4,6,1,2,0,0
2022-05-07,Greuther Furth,Dortmund,A,8,8,3,4,15,10,5,2,1,1,0,0
2022-05-07,Hoffenheim,Leverkusen,A,12,15,5,8,14,10,6,7,1,0,0,0
2022-05-07,Hertha,Mainz,A,10,13,1,6,19,18,3,8,3,1,0,0
2022-05-08,Ein Frankfurt,M'gladbach,D,18,11,4,7,6,7,9,1,1,0,0,0
2022-05-08,Bayern Munich,Stuttgart,D,25,15,8,5,10,8,7,4,2,3,1,0
2022-05-08,RB Leipzig,Augsburg,H,14,6,8,1,8,16,5,1,1,2,0,0
2022-05-14,Mainz,Ein Frankfurt,D,13,13,4,4,7,11,5,3,2,0,0,0
2022-05-14,Leverkusen,Freiburg,H,11,13,5,2,6,12,6,9,2,3,0,0
2022-05-14,Union Berlin,Bochum,H,17,5,11,3,12,7,1,3,3,2,0,0
2022-05-14,Bielefeld,RB Leipzig,D,8,18,4,9,11,8,2,6,1,1,0,0
2022-05-14,Augsburg,Greuther Furth,H,8,6,3,3,21,20,3,5,2,3,0,0
2022-05-14,Dortmund,Hertha,H,9,4,3,1,11,16,3,1,0,2,0,0
2022-05-14,Wolfsburg,Bayern Munich,D,10,25,2,10,5,10,2,12,1,2,0,0
2022-05-14,Stuttgart,FC Koln,H,24,16,12,3,15,10,8,10,1,4,0,0
2022-05-14,M'gladbach,Hoffenheim,H,19,10,9,2,8,12,6,2,1,2,0,0
2022-08-05,Ein Frankfurt,Bayern Munich,A,8,23,2,10,10,11,5,6,2,0,0,0
2022-08-06,Dortmund,Leverkusen,H,13,8,4,3,14,13,3,3,2,4,0,1
2022-08-06,Wolfsburg,Werder Bremen,D,13,10,3,5,11,14,2,5,2,2,0,0
2022-08-06,Augsburg,Freiburg,A,10,19,2,7,13,13,5,8,0,0,0,0
2022-08-06,M'gladbach,Hoffenheim,H,18,2,8,1,18,12,4,2,1,4,0,1
2022-08-06,Bochum,Mainz,A,16,13,3,6,11,16,3,5,2,3,0,0
2022-08-06,Union Berlin,Hertha,H,18,9,8,3,23,17,5,4,2,3,0,0
2022-08-07,Stuttgart,RB Leipzig,D,11,27,2,9,14,9,1,9,2,1,0,0
2022-08-07,FC Koln,Schalke 04,H,30,6,10,2,8,10,9,1,0,1,0,1
2022-08-12,Freiburg,Dortmund,A,16,16,7,7,16,10,9,2,1,3,0,0
2022-08-13,Leverkusen,Augsburg,A,23,6,10,4,7,16,7,3,1,6,0,0
2022-08-13,Hoffenheim,Bochum,H,24,11,13,5,13,10,8,2,1,1,0,0
2022-08-13,Schalke 04,M'gladbach,D,14,14,5,9,12,8,2,7,4,2,0,0
2022-08-13,Hertha,Ein Frankfurt,D,11,11,5,1,11,11,4,5,3,1,0,0
2022-08-13,RB Leipzig,FC Koln,D,9,12,5,3,8,18,2,7,1,4,1,0
2022-08-13,Werder Bremen,Stuttgart,D,5,14,3,7,6,10,2,5,4,2,0,0
2022-08-14,Mainz,Union Berlin,D,10,10,5,2,9,14,4,4,1,0,0,0
2022-08-14,Bayern Munich,Wolfsburg,H,24,7,8,1,7,10,8,4,2,1,0,0
2022-08-19,M'gladbach,Hertha,H,11,18,6,5,7,11,5,5,1,2,0,1
2022-08-20,Augsburg,Mainz,A,6,14,2,7,13,19,3,3,2,2,0,0
2022-08-20,Dortmund,Werder Bremen,A,5,14,3,7,13,9,3,5,4,1,0,0
2022-08-20,Leverkusen,Hoffenheim,A,14,10,3,5,15,18,3,1,1,4,0,0
2022-08-20,Stuttgart,Freiburg,A,18,9,5,3,8,12,3,1,4,2,0,0
2022-08-20,Wolfsburg,Schalke 04,D,16,9,6,2,13,10,12,4,1,3,0,0
2022-08-20,Union Berlin,RB Leipzig,H,9,16,4,2,14,8,1,13,2,1,0,0
2022-08-21,Ein Frankfurt,FC Koln,D,10,6,3,2,15,11,5,9,0,1,0,0
2022-08-21,Bochum,Bayern Munich,A,13,22,7,12,10,6,5,5,1,0,0,0
2022-08-26,Freiburg,Bochum,H,28,15,12,5,15,13,2,5,2,2,0,0
2022-08-27,Bayern Munich,M'gladbach,D,35,5,20,3,14,7,14,1,4,2,0,0
2022-08-27,Schalke 04,Union Berlin,A,12,12,4,7,9,11,8,2,1,0,0,0
2022-08-27,Mainz,Leverkusen,A,17,7,3,5,10,12,3,4,1,6,0,2
2022-08-27,Hoffenheim,Augsburg,H,24,12,6,1,14,9,4,6,1,1,0,0
