Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2022-01-19,Celta,Osasuna,H,5,9,3,0,14,11,0,5,1,2,0,0
2022-01-19,Valencia,Sevilla,D,10,12,2,3,22,14,4,4,3,3,1,0
2022-01-20,Getafe,Granada,H,12,7,4,4,15,10,4,8,3,4,0,0
2022-01-21,Espanol,Betis,A,12,15,4,8,15,12,6,5,3,4,1,0
2022-01-22,Sevilla,Celta,D,16,6,5,4,11,16,7,0,1,4,0,0
2022-01-22,Ath Madrid,Valencia,H,16,7,6,3,13,22,5,4,5,6,0,0
2022-01-22,Levante,Cadiz,A,15,8,8,2,15,16,8,2,4,6,0,0
2022-01-22,Villarreal,Mallorca,H,12,8,6,2,13,12,10,6,1,2,0,1
2022-01-23,Granada,Osasuna,A,6,16,2,7,12,15,4,3,0,2,0,0
2022-01-23,Real Madrid,Elche,D,23,3,8,2,11,14,10,3,3,1,0,0
2022-01-23,Sociedad,Getafe,D,9,9,3,2,17,13,7,2,1,1,0,0
2022-01-23,Vallecano,Ath Bilbao,A,29,9,3,3,8,20,9,7,1,6,0,0
2022-01-23,Alaves,Barcelona,A,6,10,2,4,16,8,1,10,0,0,0,0
2022-02-04,Getafe,Levante,H,14,11,8,2,12,13,2,8,4,3,0,0
2022-02-05,Celta,Vallecano,H,13,11,3,0,17,17,7,2,0,2,0,0
2022-02-05,Osasuna,Sevilla,D,9,9,3,4,13,7,1,1,1,1,0,0
2022-02-05,Elche,Alaves,H,14,6,4,2,15,11,7,3,1,1,0,0
2022-02-05,Mallorca,Cadiz,H,17,12,5,5,14,15,6,4,2,4,0,0
2022-02-06,Valencia,Sociedad,D,14,8,3,2,17,14,9,9,4,2,0,0
2022-02-06,Barcelona,Ath Madrid,H,9,10,4,4,15,13,3,5,2,2,1,0
2022-02-06,Betis,Villarreal,A,9,9,3,3,19,14,6,6,2,3,0,0
2022-02-06,Real Madrid,Granada,H,24,7,11,3,9,11,9,2,2,1,0,0
2022-02-07,Ath Bilbao,Espanol,H,7,7,4,3,17,11,5,3,3,3,0,0
2022-02-11,Sevilla,Elche,H,14,7,6,1,13,14,5,4,1,5,0,0
2022-02-12,Ath Madrid,Getafe,H,11,10,7,4,18,17,5,4,3,4,1,0
2022-02-12,Cadiz,Celta,D,8,6,2,1,12,19,3,3,3,2,0,0
2022-02-12,Villarreal,Real Madrid,D,9,17,2,6,11,10,3,3,2,4,0,0
2022-02-12,Vallecano,Osasuna,A,10,12,3,5,11,16,4,5,2,1,0,0
2022-02-13,Sociedad,Granada,H,18,15,8,2,13,13,6,5,0,2,0,0
2022-02-13,Espanol,Barcelona,D,10,12,4,4,14,13,3,5,5,4,1,1
2022-02-13,Alaves,Valencia,H,9,9,5,4,15,17,5,9,4,3,0,0
2022-02-13,Levante,Betis,A,12,19,4,11,13,8,5,7,1,2,1,0
2022-02-14,Mallorca,Ath Bilbao,H,16,7,5,2,22,15,6,6,6,4,0,0
2022-02-16,Ath Madrid,Levante,A,10,8,1,5,9,19,5,3,3,4,0,0
2022-02-18,Elche,Vallecano,H,9,13,5,2,18,15,2,3,2,4,0,0
2022-02-19,Granada,Villarreal,A,20,15,5,7,15,10,9,2,3,6,0,0
2022-02-19,Osasuna,Ath Madrid,A,14,5,4,4,12,19,4,2,1,2,0,0
2022-02-19,Cadiz,Getafe,D,9,6,2,1,17,11,7,2,3,4,0,0
2022-02-19,Real Madrid,Alaves,H,22,7,9,2,6,11,7,1,1,1,0,0
2022-02-20,Ath Bilbao,Sociedad,H,18,9,8,2,9,9,6,4,4,1,0,0
2022-02-20,Betis,Mallorca,H,14,10,5,1,13,17,4,7,3,2,0,0
2022-02-20,Espanol,Sevilla,D,11,7,4,2,14,14,3,7,4,5,0,1
2022-02-20,Valencia,Barcelona,A,11,6,5,6,22,16,8,3,3,4,0,0
2022-02-21,Celta,Levante,D,8,13,4,3,15,16,2,5,3,5,0,0
